dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,n_rank,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,before_status,before_after_params,before_rank_gap,before_parsed_rank_gap,before_parsed_after_params,before_runtime_ms,before_peak_rss_mb,before_passes,before_egraph_total_size,before_rendered,after_status,after_after_params,after_rank_gap,after_parsed_rank_gap,after_parsed_after_params,after_runtime_ms,after_peak_rss_mb,after_passes,after_egraph_total_size,after_rendered,agent_status,conclusion_kind,new_rule_family,proposed_rule,proof_summary,remaining_gap_notes,longer_probe_status,longer_probe_after_params,longer_probe_rank_gap,longer_probe_improved,longer_probe_reached_rank,longer_probe_runtime_ms,longer_probe_peak_rss_mb,before_rank_miss,after_rank_miss,param_delta,rank_gap_delta,missing_rank,execution_issue,fixed_by_extra_rules,still_missed,newly_missed,under_rank,regressed_params,outcome,remaining_issue
pagie,169,SBP,19,sympy,SBP,4.0,((0.160826 * x0 * ((x0 + 13.585) * exp(x1 ** 2.0) - 16.860944986089) + (0.160826 * x0 + 0.45433345) * exp(x1 ** 2.0)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),6.0,29.0,saturated,5.0,1.0,1.0,5.0,231.0877919953782,117.28125,2.0,101.0,(0.160826 * (((x0 + 13.585) * exp(x1 ** 2.0) + -16.860944986089) * x0 + exp(x1 ** 2.0) * (x0 + 2.825)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),saturated,5.0,1.0,1.0,5.0,609.2428339761682,128.25,2.0,1060.0,(0.160826 * (((x0 + 13.585) * exp(x1 ** 2.0) + -16.860944986089) * x0 + exp(x1 ** 2.0) * (x0 + 2.825)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),done,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"Optional non-rank-closing exp-context family: for positive finite literal a, rewrite a*exp(t) and exp(t)*a to exp(log(a)+t); add exp(u)*exp(v)->exp(u+v), exp(u)/exp(v)->exp(u-v), and guarded exp-factor-out only when there is a matching exp inverse/cancellation opportunity.","Current rules lack exp product combination/cancellation and cannot turn 16.860944986089*exp(-x1**2.0) into exp(2.825-x1**2.0), even though log(16.860944986089)=2.825. These rules expose the relation but under tree occurrence cost still leave five non-integer literal occurrences: 0.160826, 0.012782, 13.585, and 2.825 twice.","Closing the rank gap appears to require shared-parameter/rank-aware accounting or a let/DAG representation, not more iterations or a rank-closing local tree rewrite.",timeout,na,na,False,False,na,504.671875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,163,SBP,13,sympy,SBP,4.0,-0.08391322 * x0 ** 2.0 + 0.11393234 * x0 + 0.15719644 * x1 + 0.01063 * exp(x0) - 0.01063 * exp(x1) + 0.103875,6.0,33.0,saturated,5.0,1.0,1.0,5.0,815.6454580021091,131.484375,2.0,2491.0,-0.01063 * (exp(x1) - exp(x0)) + (-0.08391322 * x0 ** 2.0 + 0.11393234 * x0 + 0.15719644 * x1) + 0.103875,saturated,5.0,1.0,1.0,5.0,2450.7794589735568,174.25,2.0,9831.0,-0.01063 * (exp(x1) - exp(x0)) + -0.08391322 * (x1 / -0.5338111982688667 + (x0 ** 2.0 + x0 / -0.7365180070908752)) + 0.103875,done,new_rule_reduces_to_rank,coefficient_lattice_factoring,"On a flattened additive sum, rewrite c*t + a*p + b*q to a*(p + m*t) + b*(q + n*t) when a,b != 0, m,n are small integer-valued literals, and c is within tolerance of m*a+n*b; also allow c*t+b*q -> b*(q+k*t+d*t) when d ~= c/b-k. Guard by ParamCost decrease and bounded integer offsets.","Current rules already factor the equal-and-opposite exp coefficients into -0.01063*(exp(x1)-exp(x0)); the remaining relation is coefficient-lattice, not local cancellation. Identities: 0.08391322=0.01063*7.894, 0.15719644=0.01063*(2*7.894-1), 0.11393234=0.01063*7.894*(1+0.3577400557385356). Equivalent target c0 + a*((exp(x0)-exp(x1)-x1) + r*((x0+x1-x0*x0)+(x1+d*x0))) has four non-integer params: 0.103875, 0.01063, 7.894, 0.3577400557385356.",Likely needs a flattened affine/polynomial collector rather than purely binary local rewrite. Tolerance and bounded integer offsets are critical to avoid search explosion.,ok,5.0,1.0,False,False,52468.18579200772,1461.53125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_not_added
pagie,45,EPLEX,16,sympy,EPLEX,5.0,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(log(abs(-0.021)) - 0.607 * exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * exp(log(abs(x0)))))))))) ** 2.0)),6.0,33.0,saturated,6.0,1.0,1.0,6.0,62.472375022480264,110.03125,2.0,53.0,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(-0.607 * (exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * exp(log(abs(x0)))))) + 6.364469260722758))))) ** 2.0)),saturated,6.0,1.0,1.0,6.0,80.71499998914078,100.25,2.0,87.0,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(-0.607 * (exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * abs(x0)))) + 6.364469260722758))))) ** 2.0)),done,new_rule_reduces_to_rank,log_abs_scale_extraction,"For af,bf:f64 and y:Num, add guarded symmetric rewrites exp(Num(bf)*log(abs(Num(af)*y))) -> (abs(Num(af))**Num(bf))*exp(Num(bf)*log(abs(y))) and exp(Num(bf)*log(abs(y*Num(af)))) -> (abs(Num(af))**Num(bf))*exp(Num(bf)*log(abs(y))), with guards af != 0 and y != 0.","Current rules split bare log(a*y) etc. but not the factor inside exp(1.8450184501845*log(abs(2.23713646532438*x1*exp(log(abs(x0)))))). The proposed rule combines 0.607 with 2.23713646532438**1.8450184501845, producing a 5-param expression and matching n_rank=5. Long/no-backoff probes stayed at six under current rules.","True missing rule, not iteration artifact. May require directionality/scheduler guard because it introduces alternatives under exp/log/abs.",ok,6.0,1.0,False,False,61.869291006587446,111.078125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
kotanchek,20,Bingo,20,sympy,Bingo,4.0,((0.1263993583106448 - 0.03309619870833754 * x0) * exp(x0 ** 2.0) + 0.03309619870833754 * (x0 ** 2.0 + 0.03907279509253594) * (7.53747357012547 * x1 + 15.272972634101004)) * exp(-1.0 * x0 ** 2.0),6.0,34.0,saturated,5.0,1.0,1.0,5.0,418.96429102052934,123.953125,2.0,114.0,((0.1263993583106448 + -0.03309619870833754 * x0) * exp(x0 ** 2.0) + 0.24946172303571493 * ((x0 ** 2.0 + 0.03907279509253594) * (x1 + 2.026272131107024))) * exp(-1.0 * x0 ** 2.0),saturated,5.0,1.0,1.0,5.0,993.614292005077,138.421875,2.0,804.0,((0.1263993583106448 + -0.03309619870833754 * x0) * exp(x0 ** 2.0) + 0.24946172303571493 * ((x0 ** 2.0 + 0.03907279509253594) * (x1 + 2.026272131107024))) * exp(-1.0 * x0 ** 2.0),done,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"No param-reducing rule for this row. Optional cleanup: ((u*exp(t)+v)*exp(s)) -> u + v*exp(s) when t+s is known/equivalent to 0, or exp(t)*exp(s)->1 under inverse-exponent guard. Non-subsuming/profitability guarded because it reduces shape but not params here.","Current rules lack reverse distribution of outer exp(-x0**2) through a sum and exp(t)*exp(-t) cancellation. Applying that cleanup to ((A-B*x0)*exp(t)+H*(t+C)*(x1+G))*exp(-t) gives A-B*x0+H*(t+C)*(x1+G)*exp(-t), but the non-integer floats remain A,B,H,C,G: five parameters. Independence: x1 coefficient H*(t+C)*exp(-t) determines H,C; then x1-free terms determine A,B,G over an open x0 interval.","Rank target likely numerical/local rank or restricted-sample artifact. Longer current-rule probes stayed at five; missing exp cancellation improves nodes, not param count.",ok,5.0,1.0,False,False,18212.13062395691,757.390625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
kotanchek,26,Bingo,26,original,Bingo,5.0,0.2497806421525048 + (-0.6964203985908678 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))))) * (0.11848913269441189 + (0.13470217521610287 + 0.5185123293134022 * x0) * (-0.0008622481242864235 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0)))))),6.0,36.0,saturated,6.0,1.0,1.0,6.0,68.83350000134669,110.625,2.0,56.0,0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499),saturated,6.0,1.0,1.0,6.0,104.31658299057744,111.84375,2.0,56.0,0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No parameter-count-reducing rule. Optional cleanup: rewrite (x**Num(-1.0))*y or y*(x**Num(-1.0)) to y/x, guarded by x != 0 and ParamCost nonincrease; this only normalizes exp(x0)**-1.0 and does not reduce params.","Let z=exp(x0)**-1.0*log(abs(x0+exp(x0))). Baseline is f + A*(z-q)*((x0+s)*(z-t)+u), with six non-integer floats f,A,q,t,s,u. Expanding over basis x0*z**2, z**2, x0*z, z, x0, 1 recovers A,s,q+t,q*t,u,f up to a discrete q/t swap, so there is no continuous one-parameter invariance. Current larger probes also retained six params.",No sound local rewrite found to reach n_rank=5; likely numerical/rank convention artifact. Validate by recomputing rank with diagnostics for the six basis directions.,ok,6.0,1.0,False,False,87.25116701680236,112.453125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,0,Bingo,1,sympy,Bingo,4.0,0.5240322255066139 - 0.45351118068033663 * log(log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1)) - 54.93119319072758 + 755.3723998652232 / log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1))),6.0,37.0,saturated,6.0,2.0,2.0,6.0,140.18716602004133,111.875,2.0,72.0,0.5240322255066139 + -0.45351118068033663 * log(-30.011646777931055 + log((-3.010291117007793e-11 / x1 - x1) * x0) + 755.3723998652232 / log((-2.0 / x1 + -66438756992.645454 * x1) * x0)),saturated,6.0,2.0,2.0,6.0,242.68270799075253,115.640625,2.0,81.0,0.5240322255066139 - 0.45351118068033663 * log(-30.011646777931055 + log((-3.010291117007793e-11 / x1 - x1) * x0) + 755.3723998652232 / log((-66438756992.645454 * x1 - 2.0 / x1) * x0)),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No exact rank-reducing Num rewrite. Optional guarded log-scale normalization log(Num(a)*y) -> Num(log(a))+log(y), with associated/symmetric product variants, guarded by finite a > 0 and log-domain preservation, only when ParamCost decreases.","Current fun_rules split one positive scalar out of a direct log product, folding log(66438756992.645454)-54.93119319072758 into -30.011646777931055. The reciprocal occurrence remains scaled because splitting it introduces denominator shifts and duplicate scale terms that do not lower tree ParamCost. Analytic family C + D*log(u_A + E + B/u_A), u_A=log(-x0*(A*x1+2/x1)), has generically independent C,D,A,E,B directions, so even sharing A gives five degrees, not four.","Current tree has six counted float occurrences; sharing-aware representation might avoid duplicated A-derived scale, but exact open-domain model still has five degrees. n_rank=4 likely external numerical/counting artifact.",ok,6.0,2.0,False,False,2182.332291005878,224.109375,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,5,Bingo,6,sympy,Bingo,5.0,0.0885895005060784 * log((-1.0 * x0 ** 2.0 + x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06)) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,6.0,37.0,saturated,6.0,1.0,1.0,6.0,250.9088329970837,114.703125,2.0,117.0,0.0885895005060784 * log((x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06) - x0 ** 2.0) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,saturated,6.0,1.0,1.0,6.0,318.6710409936495,117.5,2.0,123.0,0.0885895005060784 * log((x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06) - x0 ** 2.0) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,done,new_rule_reduces_to_rank,square_quotient_normalization,"For nonzero constant a and guarded q != 0, m+r/q != 0: k*log(((m*q+r)**2.0)/((a*q)**2.0))+b -> k*log((m+r/q)**2.0)+(b-k*log(a**2.0)), with commuted/subtraction variants and finite guards.","Current rules lack u**2/v**2 -> (u/v)**2, guarded cancellation of (m*q+r)/q -> m+r/q, and offset absorption. Since 28890.10432966032*3.461392830531733e-05 ~= 1, denominator is (a*q)**2 with q=x0+28890.10432966032. Algebra gives ((m*q+r)**2)/((a*q)**2)=((m+r/q)**2)/(a**2), so the offset folds to 2.5354794172640975. Result has five non-integer floats, matching n_rank=5.","Concrete 5-param expression exists. Implementation should restrict to exponent 2.0 or small even powers, constant scale a, and only fire when factor relation is present to avoid blowup.",ok,6.0,1.0,False,False,25274.296541989315,435.25,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,0,Bingo,1,original,Bingo,4.0,0.5240322255066139 + -0.45351118068033663 * log(abs(-54.93119319072758 + 755.3723998652232 * log(abs(-2.0 * (x0 * x1 ** (-1.0)) + -66438756992.645454 * (x0 * x1))) ** (-1.0) + log(abs(-2.0 * (x0 * x1 ** (-1.0)) + -66438756992.645454 * (x0 * x1))))),6.0,43.0,saturated,6.0,2.0,2.0,6.0,71.88595799379982,109.5,2.0,72.0,0.5240322255066139 + -0.45351118068033663 * log(abs(-54.93119319072758 + 755.3723998652232 * log(abs(-2.0 * (x0 * (x1 ** (-1.0) + 33219378496.322727 * x1)))) ** (-1.0) + log(abs(-2.0 * (x0 * (x1 ** (-1.0) + 33219378496.322727 * x1)))))),saturated,6.0,2.0,2.0,6.0,886.7837909783702,128.21875,2.0,72.0,-0.45351118068033663 * (5.471710748509175 + log(abs(log(abs(-2.0 * x0 * (x1 ** (-1.0) + x1 / 3.010291117007793e-11))) ** (-1.0) + (-0.07180305504919829 + log(abs(x0 * (x1 ** (-1.0) + x1 / 3.010291117007793e-11))) / 755.3723998652232)))),done,needs_many_params_or_rank_artifact,log_abs_scale_extraction,"No rank-closing rewrite. Optional shape/diagnostic rule log(abs(Num(a)*y)) -> log(abs(Num(abs(a)))) + log(abs(y)) and symmetric variant, guarded by finite a != 0, y != 0, and preferably ParamCost/profitability.","Current rules have bare log(a*y) splits but not log(abs(a*y)); baseline factors T to -2*x0*(x1**-1 + 33219378496.322727*x1). Since L=log(abs(T)) occurs both as L and D/L, tree cost counts the inner scale twice. Even with ideal sharing, expression A+B*log(abs(C+D/L+L)) with L=log(abs(-2*x0*(x1**-1+k*x1))) has at least five independent parameters A,B,C,D,k. C/D square-completion does not apply: D-C^2/4 differs by ~1.013, outside tolerance.","n_rank=4 likely numerical/sampling or shared-parameter artifact, not missing local rewrite to tree language.",ok,4.0,0.0,True,True,75919.83779199654,1145.171875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,existing_rules_more_iterations
kotanchek,204,SRjl,25,original,PySR,4.0,0.39857416499545906 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 - -0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0) * 0.5611252244261848,6.0,45.0,saturated,5.0,1.0,1.0,5.0,62.37299999338575,109.890625,2.0,76.0,0.2236500177835562 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 + 0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0),saturated,5.0,1.0,1.0,5.0,81.17329201195389,106.703125,2.0,76.0,0.2236500177835562 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 + 0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0),done,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"Normalize exp((u / a) * (v / b)) to exp((u * v) / (a * b)), equivalently exp((1 / (a * b)) * u * v), when a and b are nonzero constants.","The obstruction is that baseline keeps two independent constants in exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)). Algebraically those constants only occur through their product: exp((x0/a)*(x0/b)) = exp(x0^2/(a*b)). Replacing a and b by one coefficient or denominator leaves outer scale 0.2236500177835562, exp quadratic coefficient, numerator offset 0.09167619346933147, and affine offset 0.21837017173690837: 4 params, matching n_rank=4.",No remaining rank gap after this normalization. Other gaps are not needed for this row because the only extra parameter is the duplicate quotient scale inside the exp argument.,ok,5.0,1.0,False,False,58.03675000788644,107.796875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,28,Bingo,28,original,Bingo,2.0,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1)))))))),7.0,17.0,saturated,7.0,5.0,5.0,7.0,51.09875000198372,110.15625,1.0,122.0,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1)))))))),saturated,7.0,5.0,5.0,7.0,63.96016600774601,104.84375,1.0,148.0,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1)))))))),done,needs_many_params_or_rank_artifact,no_rank_reducing_rule,No rank-closing local rewrite. A guarded log_abs_scale_extraction rule log(abs(a*y))->log(abs(a))+log(abs(y)) would expose scales but would not reduce this row to rank 2.,"Let L=log(abs(900226.4764680645*(x0*x1))). The row is c0+c1*log(abs(c5*x0^-1*x1^-1*L))/log(abs(c2+c3*L^-1)). Current rules are blocked by abs and **(-1.0) not normalized to division. Counting non-integer floats gives at least c0,c1,c2,c3,900226.4764680645,c5 = six params; log-abs scale extraction transforms constants to logs/ratios but does not eliminate enough to reach rank 2.","n_rank=2 is not explained by visible algebra. It likely requires hidden shared provenance, a non-obvious coefficient-lattice relation, or is a rank artifact.",ok,7.0,5.0,False,False,51.07099999440834,101.203125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,24,Bingo,24,original,Bingo,3.0,log(abs(0.8889056731853394)) * (-25.375926540572554 + -2.4339755472913582 * log(abs(x0 * x1)) + log(abs(-4625426.158330705 * log(abs(log(abs(0.8889056731853394 + 0.8889056731853394 * 0.8889056731853394)) * x1 ** (-1.0))) ** (-1.0)))),7.0,20.0,saturated,5.0,2.0,2.0,5.0,51.29470900283195,109.828125,2.0,38.0,-0.11776415350114562 * (-2.4339755472913582 * (log(abs(x0 * x1)) + 10.425711371181222) + log(abs(-4625426.158330705 * log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0)))),saturated,4.0,1.0,1.0,4.0,86.83604199904948,111.53125,2.0,71.0,-0.11776415350114562 * (-2.4339755472913582 * (4.120356708064521 + log(abs(x0 * x1))) + log(abs(log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0)))),done,new_rule_partial_reduction,log_abs_scale_extraction,"log(abs(a * y**-1.0)) -> log(abs(a)) - log(abs(y)), with a != 0 and y != 0.","Obstruction: current fun_rules have log(a*y), log(a/y), and log(y/a) scale extraction only outside abs and for positive constants, while this row needs log(abs(-4625426.158330705 * L**-1.0)) and log(abs(0.5182334989833758 * x1**-1.0)). The rule changes the outer term to log(abs(-4625426.158330705)) - log(abs(L)); folding plus affine collection replaces 10.425711371181222 and -4625426.158330705 by one offset, reducing 5 params to 4, not n_rank=3.","Single log_abs_scale_extraction closes only one of two gap parameters. Rank 3 needs another relation, shared-parameter recovery, or may be a rank artifact.",ok,4.0,1.0,False,False,62.618291995022446,100.265625,True,True,1.0,1.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,203,SRjl,24,sympy,PySR,6.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),7.0,24.0,saturated,7.0,1.0,1.0,7.0,43.67516699130647,109.90625,1.0,91.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),saturated,7.0,1.0,1.0,7.0,51.859583996701986,99.90625,1.0,113.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),done,new_rule_reduces_to_rank,quotient_coefficient_exposure,"a / (b / z + c) -> (a / b) / (1 / z + c / b), with a,b,c as parameters and z any expression.","The obstruction is that the denominator hides one affine scale inside b / z + c, so parameter equivalence spends rank on both numerator a and denominator scale b. Applying the rule to 2.792238560484319 / (3.4342474157379796 / z + 2.844338639118127), z=(x1 ** 2.0) ** 1.8741636407391655, gives 0.813054... / (1 / z + 0.828225...), reducing the quotient float count from 4 to 3 and matching 7 -> 6.",This accounts for rank_gap=1 with the smallest local quotient normalization. Integer exponent 2.0 is not counted; the redundant scale is denominator coefficient 3.4342474157379796.,ok,7.0,1.0,False,False,36.22249999898486,106.1875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,170,SBP,20,original,SBP,4.0,5.3e-05 - 0.00157 * (exp(x0 - x0 * x0) * (exp(x0) * ((-10.978 + (15.694 - (exp(x1) + exp(-0.624)) + x1 * 15.599)) * -5.236))),7.0,28.0,saturated,5.0,1.0,1.0,5.0,109.47658302029596,110.265625,2.0,150.0,5.3e-05 - -0.00822052 * (exp(x0 - x0 * x0) * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599))) * exp(x0),saturated,5.0,1.0,1.0,5.0,165.92925001168624,115.984375,2.0,285.0,5.3e-05 - -0.00822052 * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599)) * exp(x0 - x0 * x0 + x0),done,new_rule_reduces_to_rank,affine_constant_collection,"c1 + (c2 + t) -> (c1 + c2) + t for float constants inside affine sums, e.g. -10.978 + (15.158203042332545 - exp(x1) + 15.599*x1) -> 4.180203042332545 - exp(x1) + 15.599*x1.","Obstruction: baseline still has two separate additive float constants in the same affine expression. The earlier fold 15.694 - (exp(x1) + exp(-0.624)) -> 15.158203042332545 - exp(x1) only explains how baseline is reached; the rank-reducing step is collecting -10.978 and 15.158203042332545 into 4.180203042332545, reducing non-integer float count from 5 to 4 and preserving algebra.",No remaining rank gap if affine constant collection runs after the baseline-forming constant fold; it directly explains baseline_after_params=5 to n_rank=4.,ok,5.0,1.0,False,False,278.24358400539495,122.59375,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,rule_added_but_not_matching
pagie,179,SBP,29,sympy,SBP,4.0,(0.004516 * x0 * x1 * (x1 - 4.432) * (1.033 * exp(x0) - 13.9852052082504) * (-1.0 * x0 + x1 + 3.749) + (0.105238 - 0.004516 * x0) * exp(x0)) * exp(-1.0 * x0),7.0,28.0,saturated,6.0,2.0,2.0,6.0,182.01529199723151,110.171875,2.0,680.0,(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),saturated,6.0,2.0,2.0,6.0,1672.3191660130396,170.515625,2.0,1903.0,(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),done,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No exact single local rank-reducing rule. The smallest exact normalization is (A*(exp(u)+c)+B*exp(u))*exp(-u) -> A*(1+c*exp(-u))+B, but it leaves the same six non-integer floats.","Affine collection has already exposed 0.004665028=0.004516*1.033 and 23.303365810451727=0.105238/0.004516, while outer exp(-x0) blocks exp(x0)*exp(-x0) cancellation across the sum. Applying cancellation gives 0.004665028*x0*x1*(x1-4.432)*(x1-x0+3.749)*(1-13.538436794046856*exp(-x0))+0.004516*(23.303365810451727-x0), still six non-integer floats.",Rank 4 appears to come from shared-parameter/coefficient-rank structure rather than a small tree rewrite reducing literal floats to four.,ok,6.0,2.0,False,False,116129.9686669663,1243.0625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,needs_many_params_or_rank_artifact
pagie,167,SBP,17,sympy,SBP,3.0,0.048266 * x0 * (x0 - 3.579) * (x0 - 3.247) - 0.048266 * x0 - 0.048266 * x1 ** 2.0 + 0.24133 * x1 - 0.065845,7.0,29.0,saturated,5.0,2.0,2.0,5.0,431.66304199257866,119.828125,2.0,63.0,0.048266 * ((x0 - 3.247) * (x0 - 3.579) * x0 - x1 ** 2.0 - x0 - -4.999999999999999 * (x1 - 0.2728421663282642)),saturated,5.0,2.0,2.0,5.0,1589.6142499987036,166.734375,2.0,106.0,-0.048266 * (-4.999999999999999 * x1 - ((x0 - 3.247) * (x0 - 3.579) * x0 - x1 ** 2.0 - x0) - -1.3642108316413208),done,new_rule_partial_reduction,tolerance_coefficient_snapping,"For finite nonzero coefficient a, finite coefficient b, terms x,y, and integer-valued k, if abs(b/a-k)<=CONST_MERGE_TOLERANCE or abs(b-k*a)<=CONST_MERGE_TOLERANCE, rewrite a*x + b*y -> a*(x+k*y), keeping k integer-valued/free.","Current affine factoring sees 0.24133/0.048266 as 4.999999999999999, counted as a non-integer float though intended ratio is 5. Snapping gives 0.048266*((x0-3.247)*(x0-3.579)*x0 - x1**2 - x0 + 5*x1 - 5*0.2728421663282642), reducing only the spurious near-integer parameter. Expanded coefficients still recover a, p+q, p*q, and c.","Partial only. After snapping, four non-integer floats remain; n_rank=3 likely needs hidden rounded relation or is a numerical/counting artifact.",ok,4.0,1.0,True,False,39024.48525000363,1164.8125,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,existing_rules_more_iterations
