dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
kotanchek,188,SRjl,9,original,PySR,9.0,43.0,7.0,8.0,1.0,exp(x1 - (x1 * 2.5453490974043493 + x0 * 0.5411409793785076 * x0)) * x1 * (x0 + 0.4339810714841567) * (((x0 + x1) / 0.9520033739001882 + exp(0.8325766331394892 / 0.6756390603608541 - x1 * 2.5453490974043493 * x1 * x1)) * x1 - -0.40562409423561496) * x1 / 1.5660393014789127,exp(x1 - x1 * 2.5453490974043493 - x0 * 0.5411409793785076 * x0) * x1 * (x0 + 0.4339810714841567) * (((x0 + x1) / 0.9520033739001882 + exp(2.5453490974043493 * (0.4841301322429487 - x1 * x1 * x1))) * x1 - -0.40562409423561496) * (x1 / 1.5660393014789127),ok,8.0,ok,8.0,ok,8.0,88.72037401306443,111.390625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab83-6efc-7530-91ad-640b82c3fc51,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No local algebraic rule. If the rank metric is meant to share equal learned constants, model this as let p = 2.5453490974043493 and reuse p in both exponentials; otherwise keep baseline rank 8.","Current-rule obstruction: existing rules have already normalized the only clear reducible coefficient pattern, rewriting exp(0.8325766331394892/0.6756390603608541 - x1*2.5453490974043493*x1*x1) to exp(2.5453490974043493*(0.4841301322429487 - x1*x1*x1)). The remaining rank gap is that 2.5453490974043493 appears once in the outer exponent and once in the inner exponent, in additive/multiplicative contexts that cannot be merged by local algebra. Collecting x1 - p*x1 to (1-p)*x1 or expanding p*(k-x1^3) preserves one non-integer coefficient occurrence per site, so it does not reduce the tree to 7 params.",All displayed non-integer floats are parameters by occurrence; integer literals like powers and multiplication by x1 are structural. The double negative around -0.40562409423561496 is still one additive constant. No log/abs or positivity-domain rule is relevant.,The row looks like a parameter-sharing/rank-accounting artifact rather than a missing algebraic simplification. A true rank-7 form needs global sharing of the repeated 2.5453490974043493 or a rank metric that counts equal literals once; current tree rewrites cannot expose that as one local parameter.
kotanchek,206,SRjl,27,original,PySR,9.0,45.0,6.0,7.0,1.0,exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * ((x1 * x1 / 0.5695620761153319 - (x1 + x0) * x1 * -2.6270807618049434) * (x1 - 0.21002997412236857 + (exp(x1) + -1.2305420553970035) * -0.048636102379870004) - x0 + 0.5590230865341662 - -0.42694354206571955 + x0),exp(x0 + -2.6270807618049434 - (x0 - 0.7307483550809931) * x0 - x1) * (0.9859666285998858 + (x1 * (x1 / 0.5695620761153319 + 2.6270807618049434 * (x1 + x0)) * (-0.048636102379870004 * (3.0878544411384157 + exp(x1)) + x1) - x0) + x0),ok,7.0,ok,7.0,ok,7.0,57.09245800971985,110.453125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab83-6fab-7463-bcd6-a20f3db42eb3,new_rule_reduces_to_rank,affine_duplicate_collection,"Canonicalize signed non-integer literals before param counting: replace literal -c with unary negation of literal c, or otherwise treat c and -c as one shared parameter with sign outside the parameter.","Current-rule obstruction: the rendered baseline has already collected the local constants: 0.5590230865341662 - -0.42694354206571955 -> 0.9859666285998858, and x1 - 0.21002997412236857 + -0.048636102379870004*(exp(x1)-1.2305420553970035) -> x1 -0.048636102379870004*(3.0878544411384157+exp(x1)). The remaining rank gap is the same magnitude 2.6270807618049434 appearing once as an additive -2.6270807618049434 in the exp exponent and once as +2.6270807618049434 multiplying x1*(x1+x0). If signed literals are counted separately, baseline has 7 params; sign-normalized sharing gives 6.",This is exact algebra over real-valued expressions. Integer literals such as implicit 1 and -1 are not the relevant params. No tolerance snapping is needed because the repeated magnitude is textually identical.,"After sign-normalized duplicate collection, the visible non-integer parameter magnitudes are 2.6270807618049434, 0.7307483550809931, 0.5695620761153319, 0.048636102379870004, 3.0878544411384157, and 0.9859666285998858, matching n_rank=6."
kotanchek,185,SRjl,6,sympy,PySR,9.0,53.0,7.0,9.0,2.0,(0.7265240564533295 * x1 + 0.48872997975581867) * ((x1 - 0.2946268534853358) * exp(1.598800435582104 * x1 * (x1 + 0.3553849416107877)) + 1.0) * exp(-1.598800435582104 * x1 * (x1 + 0.3553849416107877)) / ((-3.0 * x0 + exp(x0) + 1.0705549811404007) * (-1.0 * x1 ** 2.0 + exp(x1) + 2.520393468540772)),(0.7265240564533295 * x1 + 0.48872997975581867) * ((x1 + -0.2946268534853358) * exp(1.598800435582104 * x1 * (x1 + 0.3553849416107877)) + 1.0) * exp(-1.598800435582104 * x1 * (x1 + 0.3553849416107877)) / ((-3.0 * x0 + exp(x0) + 1.0705549811404007) * (exp(x1) - x1 ** 2.0 + 2.520393468540772)),ok,9.0,ok,9.0,ok,9.0,69.9139169882983,110.84375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab87-77ae-7951-804c-e072b7fe56b9,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"((u * exp(a) + v) * exp(-a)) -> (u + v * exp(-a)); commuted/additive variants included. Here u=x1+(-0.2946268534853358), v=1.0, a=1.598800435582104*x1*(x1+0.3553849416107877).","Current-rule obstruction: the cancelling exp(a)*exp(-a) factors are separated by an additive wrapper, so product/quotient exp normalization cannot see them without distributing the outer exp(-a) across u*exp(a)+v. Algebra: (u*exp(a)+v)*exp(-a)=u*exp(a)*exp(-a)+v*exp(-a)=u+v*exp(-a). Applying this yields (0.7265240564533295*x1+0.48872997975581867)*(x1-0.2946268534853358+exp(-a))/denom, reducing the artifact by the missed two ranks.","Valid over real-valued expressions for all finite a because exp(a) is nonzero. No denominator-domain change is introduced; the original denominator factors remain unchanged. Treat non-integer floats as params; integer-valued 1.0, -1.0, -3.0, 2.0 are structural literals.",This is the smallest sufficient rule for this row. It should be oriented with a cost guard so it fires only when it exposes exp(a)*exp(-a) cancellation or reduces rank; unrestricted distribution can increase search space.
kotanchek,180,SRjl,1,sympy,PySR,9.0,55.0,6.0,7.0,1.0,(x1 * (x0 * x1 + x0 - 0.029820142635731767 * x1 ** 2.0 + x1 - 0.029820142635731767 * exp(x0 + x1) + 0.40296766612240004 * log(x0 + 0.7116175810554622) - 0.05289584830175455) + 0.011424247853121624 * exp(x0 ** 2.0) + 0.011424247853121624 * exp(x1) + 0.04003901096107706) / (exp(x0 ** 2.0) + exp(x1) + 3.5047393470316366),(0.011424247853121624 * (exp(x0 ** 2.0) + exp(x1)) + x1 * (-0.029820142635731767 * (exp(x0 + x1) + x1 ** 2.0) + (x1 + (x0 * x1 + x0)) + 0.40296766612240004 * log(x0 + 0.7116175810554622) + -0.05289584830175455) + 0.04003901096107706) / (exp(x0 ** 2.0) + exp(x1) + 3.5047393470316366),ok,7.0,memory_limit,na,ok,7.0,35379.67320901225,934.1875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab87-78cf-7ff0-8a1c-02c1fc4b05a5,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For D != 0, add rewrite((r + a * D) / D).to(a + r / D) plus the commuted numerator form ((a * D + r) / D).to(a + r / D). Existing affine collection should expose a * D first.","Obstruction: current rules can build common denominators and normalize quotient coefficients, but do not split a numerator addend that is a scalar multiple of the whole denominator. Let D=exp(x0 ** 2.0)+exp(x1)+3.5047393470316366 and e=0.011424247853121624. The numerator has e*exp(x0 ** 2.0)+e*exp(x1)+0.04003901096107706 plus R=x1*(...). Since 0.04003901096107706 = e*3.5047393470316366 within tolerance, existing constant collection can expose e*D. The proposed rule rewrites (R+e*D)/D to e+R/D, eliminating the dependent constant f and reducing 7 params to rank 6.","The row denominator is positive because both exp terms and 3.5047393470316366 are positive, so D != 0 holds. The general rule should require D != 0 and preserves the original quotient domain. The log domain x0 + 0.7116175810554622 > 0 is unchanged. The exponent literal 2.0 is integer-valued and should not count as a parameter.",This assumes the e*D addend is exposed by existing affine collection and AC matching; otherwise a supporting collection/pass-budget issue remains. No many-parameter or rank artifact is needed for this row: the single missing quotient split accounts for the one-parameter gap.
pagie,200,SRjl,21,original,PySR,10.0,33.0,5.0,6.0,1.0,-0.5802718580838973 / exp(x1 * 1.0127629362668584 * (x1 * 0.7545716786341436) + -0.6072178507085199) - (exp(x0 * (x0 / 0.475553003248543 * -0.055486666163080456 / -0.7418080138464858 - x0)) + -0.35982758462531467) * 1.101199638445131 - -1.589953011044918,-1.101199638445131 * (-1.8036647922817717 + exp(x0 * (x0 * 0.15728893873963976 - x0))) + -0.5802718580838973 / exp(0.7642022288773276 * (x1 * x1) + -0.6072178507085199),ok,6.0,ok,6.0,ok,6.0,50.69241698947735,110.40625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab8c-2a50-7b40-8b74-fc66d68e129f,new_rule_reduces_to_rank,exp_additive_constant_extraction,"rewrite(a / exp(x + b)).to((a / exp(b)) / exp(x)) for constant a,b; optionally also b+x orientation if commutativity does not reliably expose x+b.","Current obstruction: rules fold constants and collect products/quotients, but exp arguments are opaque except exp(Num), log(exp), and log rules. The baseline already reduced x1*1.0127629362668584*(x1*0.7545716786341436) to 0.7642022288773276*(x1*x1) and the x0 quotient chain to x0*0.15728893873963976. The remaining gap is -0.5802718580838973/exp(0.7642022288773276*(x1*x1)+-0.6072178507085199): extract the additive exp constant to combine -0.5802718580838973 and -0.6072178507085199 into one coefficient, reducing 6 params to rank 5.","For real inputs, exp(b)>0, so the rewrite preserves denominator safety and semantics. b=-0.6072178507085199 is a non-integer float param; integer-valued literals such as the implicit -1 in x0*(0.15728893873963976*x0-x0) should not count as params.",This is the smallest sufficient rank-reducing rule for this row. Existing rules handle the multiplicative coefficient collection already visible in the baseline. No shared-parameter or many-parameter artifact is needed for the one-param gap here.
kotanchek,98,GOMEA,9,sympy,GP-GOMEA,10.0,38.0,6.0,9.0,3.0,(0.010811 * (x1 + 4.18) * (x1 + 7.097) - 0.010811 * exp(x1) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761)),(0.010811 * ((x1 - -7.097) * (x1 - -4.18) - exp(x1)) - 0.047292 * exp(0.555 * x0 * (x0 - 1.761)) - 0.156986531) * exp(-0.555 * x0 * (x0 - 1.761)),ok,9.0,memory_limit,na,ok,9.0,20229.34291700949,854.21875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab8c-2aa2-77c1-8a00-bcd4745f0292,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"exp(u) * exp(v) -> exp(u + v), followed by exp(0) -> 1 and additive inverse cancellation u + -u -> 0; equivalently exp(u) * exp(-u) -> 1 as the smallest direct rule.","Current-rule obstruction: the baseline keeps -0.047292 * exp(0.555*x0*(x0-1.761)) inside a sum that is multiplied by exp(-0.555*x0*(x0-1.761)); existing rules expose the shared 0.010811 factor in x1 terms but do not normalize products of opposite exponentials across multiplication. Distributing the outer exp(-A) over the sum creates -0.047292*exp(A)*exp(-A), where A=0.555*x0*(x0-1.761), which reduces to -0.047292. This removes the non-integer coefficient 0.047292 as a param-like term and collapses one exponential product, matching the rank gap direction.","Valid over real-valued A because exp(A) is nonzero and exp(A)*exp(-A)=1. Integer-valued literals are structural; non-integer coefficients 0.555, 1.761, 0.010811, 0.047292, 0.156986531 count as params.",This explains the clearest rank-miss obstruction for the A exponent pair. Further rank recovery may still require distribution or a rule that recognizes exp(u)/exp(u) or exp(u)*exp(-u) before or during affine/multiplicative normalization.
kotanchek,58,EPLEX,29,sympy,EPLEX,10.0,41.0,8.0,9.0,1.0,(0.93784259540159 - 0.761854261089838 * exp(x1 * (0.158 * x0 - 0.158 * x1 * (x0 - 0.0446708 * x1 * (x1 * (x0 + 0.792) - 0.087)) - 0.391))) * exp(-1.0 * (x0 - 0.996) * (x0 - 0.896393)),-0.761854261089838 * (exp(x1 * (0.158 * (x0 - (x0 + -0.0446708 * ((x1 * (x0 + 0.792) + -0.087) * x1)) * x1 + -2.4746835443037973))) + -1.2309999999999992) * exp((0.996 - x0) * (x0 + -0.896393)),ok,9.0,memory_limit,na,ok,9.0,24879.33608298772,809.09375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab8c-2b13-76e0-8498-61604c8d5463,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"With an enclosing free multiplicative coefficient k, rewrite k*exp((a - x)*(x - b))*G -> k2*exp(x*(a + b - x))*G, where k2 = k*exp(-a*b) and G is independent of this normalization.","Current-rule obstruction: baseline leaves exp((0.996 - x0)*(x0 + -0.896393)), so both root literals 0.996 and 0.896393 are counted. Algebraically, (a - x)*(x - b) = x*(a + b - x) - a*b. Thus exp((a - x)*(x - b)) = exp(-a*b)*exp(x*(a + b - x)). The positive constant exp(-a*b) can be absorbed into the existing outer scale -0.761854261089838. This replaces two non-integer root params by one sum param a+b=1.892393, dropping baseline params from 9 to rank 8.",Exact over real-valued x0 with ordinary exp. Requires a and b to be variable-independent and an enclosing free multiplicative scale to absorb exp(-a*b). Integer-valued structural coefficients like -1 are not counted as params.,"This does not reduce the inner exp parameters. If applied where no free outer scale exists, the extracted exp(-a*b) would become another coefficient and may not reduce rank. Need rule ordering before final param counting."
pagie,184,SRjl,5,original,PySR,10.0,42.0,6.0,9.0,3.0,(1.2970116211177067 - exp(0.09432994685391581 - x1 * (x0 * x0) * 0.7382751656820474 / x1) + (log(x0 * x0 * (x1 * x1)) + 0.7382751656820474) * -0.0021496742064029224 / 0.4593468932730417 - exp(0.07743331735052479 - x1 * x1 / 1.2970116211177067) + 0.7157260145245514) / 0.9972373150183798,(1.2970116211177067 - exp(0.09432994685391581 + -0.7382751656820474 * (x0 * x0)) + (log(x0 * x0 * (x1 * x1)) + 0.7382751656820474) * -0.004679849233518443 - exp(0.07743331735052479 - x1 * (x1 * 0.7710031149437541)) + 0.7157260145245514) / 0.9972373150183798,ok,9.0,memory_limit,na,ok,9.0,3748.384416016051,257.96875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,192,SRjl,13,original,PySR,10.0,44.0,7.0,8.0,1.0,exp((x1 - 0.9749770010803096) / 0.3602520541304732 * ((x1 - 1.0905877212475377) * -0.10547334775316865)) * (x1 * x1 + exp(x1 * (x1 * -0.2764585325406506) / 0.15774000127710996)) * (exp(x0 * (x0 - -0.451418475300699 + x0) * x0 * -0.10547334775316865) * 0.23056264826328124) * (x0 + 0.34628722226816544),exp((x1 - 1.0905877212475377) * (x1 - 0.9749770010803096) * -0.2927765339402316) * (x1 * x1 + exp(x1 * x1 * -1.7526215944108032)) * (exp(x0 * (x0 - -0.451418475300699 + x0) * x0 * -0.10547334775316865) * 0.23056264826328124) * (x0 + 0.34628722226816544),ok,8.0,ok,8.0,ok,8.0,63.670832983916625,111.015625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,52,EPLEX,23,sympy,EPLEX,10.0,47.0,5.0,10.0,5.0,0.500573919411628 * exp((x0 - (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 - 1.0) ** 2.0 + 0.288) * exp(0.161158250794792 * x0 ** 2.0)) / (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.415609632833826 * x1 - 1.0) ** 2.0 + 0.288)),0.500573919411628 * exp((x0 + -0.346862490451608 * (exp(0.161158250794792 * x0 ** 2.0) * (x0 ** 2.0 + 16.690580902185186 * (0.415609632833826 * x1 + -1.0) ** 2.0 + 0.8303002138542849))) * (2.8829868536607117 / (x0 ** 2.0 + 16.690580902185186 * (0.415609632833826 * x1 + -1.0) ** 2.0 + 0.8303002138542849))),ok,10.0,ok,10.0,ok,10.0,55.55091699352488,110.328125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,193,SRjl,14,sympy,PySR,10.0,50.0,7.0,8.0,1.0,(((0.16161018649279643 * exp(x1) - 0.5528662521412185) * exp(0.6345300936814577 * x1 * (1.0 - x1)) + 0.16161018649279643 * log(0.21718432114465394 * x0 ** 2.0 * x1 ** 2.0 + 0.1669947705470114) + 1.430613401554393) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0),(0.16161018649279643 * (exp(0.6345300936814577 * x1 * (1.0 - x1)) * (exp(x1) - 3.420986412671839) + (7.325238819452281 + log(x1 ** 2.0 * x0 ** 2.0 + 0.7689080393413198))) * exp(1.1061008884785009 * x0 ** 2.0) - 0.4093919422901248) * exp(-1.1061008884785009 * x0 ** 2.0),ok,8.0,memory_limit,na,ok,8.0,296781.4783749636,1807.9375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,192,SRjl,13,sympy,PySR,10.0,51.0,7.0,9.0,2.0,0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.10547334775316865 * x0 ** 2.0 * (2.0 * x0 + 0.451418475300699) - 1.7526215944108032 * x1 ** 2.0 - (0.10547334775316865 * x1 - 0.1150279379784773) * (2.775834276403121 * x1 - 2.706374578303446)),0.23056264826328124 * (x0 + 0.34628722226816544) * (x1 ** 2.0 * exp(1.7526215944108032 * x1 ** 2.0) + 1.0) * exp(-0.2109466955063373 * ((x0 + 0.2257092376503495) * x0 ** 2.0) + -1.7526215944108032 * x1 ** 2.0 + -0.2927765339402316 * ((x1 + -1.0905877212475377) * (x1 + -0.9749770010803095))),ok,9.0,memory_limit,na,ok,9.0,59991.54775001807,1204.0,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,188,SRjl,9,sympy,PySR,10.0,54.0,7.0,9.0,2.0,0.6385535784802048 * x1 ** 2.0 * (x0 + 0.4339810714841567) * (x1 * (1.050416445377896 * (x0 + x1) * exp(2.5453490974043493 * x1 ** 3.0) + 3.429039507965635) + 0.40562409423561496 * exp(2.5453490974043493 * x1 ** 3.0)) * exp(-0.5411409793785076 * x0 ** 2.0 - 2.5453490974043493 * x1 ** 3.0 - 1.5453490974043493 * x1),0.670747180090512 * (x1 * (exp(2.5453490974043493 * x1 ** 3.0) * (x0 + x1) + 3.264457180820327) + 0.38615550624751344 * exp(2.5453490974043493 * x1 ** 3.0)) * x1 ** 2.0 * (x0 + 0.4339810714841567) * exp(-0.5411409793785076 * x0 ** 2.0 + -2.5453490974043493 * x1 ** 3.0 + -1.5453490974043493 * x1),ok,9.0,ok,9.0,ok,9.0,132.33854199643247,113.109375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,195,SRjl,16,original,PySR,11.0,34.0,3.0,4.0,1.0,(exp(x1 * x1 - x0 * 0.8007279658474732 * x0) + x0 / x0) * exp(x1 - 0.06251003037378522 * 1.0479325186220443 * (0.712889425394486 * -0.08674844703560669)) / (exp(x1 * x1 + x1) * -0.9034860946314918) + 0.06514928487057293 / log(-1.9854370888787056 / -0.9034860946314918) - -0.08674844703560669 - -1.8010378769124316,1.9705330543188384 + (exp(x1 * x1 + -0.8007279658474732 * (x0 * x0)) + 1.0) * (-1.106823896839136 * (exp(x1 + 0.0040510435189468905) / exp(x1 * x1 + x1))),ok,4.0,ok,4.0,ok,4.0,73.03012500051409,110.578125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,182,SRjl,3,original,PySR,11.0,40.0,6.0,7.0,1.0,x0 / exp(x0 * x0 + -0.12087468709548371) * (x1 / 0.5947634776272314) / (exp(x1 - x0) - x1 + 2.2629335889059945) * (x1 + (exp(0.27943051594577284 + 0.10597416087671603 + 1.2206854231318682) + exp(x1) + 2.523828871594013) * -0.0454913207896129) - x0 * 0.05041963936946082 - -0.18147813675635233 + -0.01334030820098058,0.16813782855537174 + ((x1 + (7.507117797574302 + exp(x1)) * -0.0454913207896129) / (exp(x1 - x0) - x1 + 2.2629335889059945) / exp(x0 * x0 + -0.12087468709548371) * x1 + -0.029987760052091382) * (x0 / 0.5947634776272314),ok,7.0,ok,7.0,ok,7.0,129.10391698824242,111.8125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,197,SRjl,18,original,PySR,11.0,41.0,6.0,7.0,1.0,exp(x1 * -0.8631793118974627) * x1 / 1.956899167813186 * (exp(((x0 - 0.03948916953537872) * (x0 + -1.2172800892692854) + x1) * -0.8631793118974627) * x1 * x1) * x1 * (x0 + 0.9808871412991315) / 2.9376443492774738 * (x0 * (exp(-0.9365830549076817) + -0.047194850402084584) + 2.8891190211280486 - -0.20903603962888914),(x0 + 0.9808871412991315) * (8.986149794812901 + x0) * x1 * 0.05997383655076646 * exp(x1 * -0.8631793118974627) * (exp(((x0 + -0.03948916953537872) * (x0 + -1.2172800892692854) + x1) * -0.8631793118974627) * x1 * x1) * x1,ok,7.0,ok,7.0,ok,7.0,4778.336042014416,340.46875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
pagie,183,SRjl,4,original,PySR,11.0,41.0,7.0,8.0,1.0,(log(x0 * x0 - -0.04513019797782104) / 0.9526710158707841 * 0.20375149483574592 - (exp((-0.04513019797782104 * x1 - x1 * 0.7119973788716794) * x1) + -1.4351742278641733 - log(exp(x0 * x0 + -1.5960988818854747) + exp(0.7119973788716794)) * 1.150197384816855 * -0.010450848435701)) / 0.925475971680782,(log(x0 * x0 - -0.04513019797782104) * 0.2138739307078718 - (exp(x1 * -0.7571275768495004 * x1) + -1.4351742278641733 - -0.01202053853986061 * log(exp(x0 * x0 + -1.5960988818854747) + 2.038057969841441))) / 0.925475971680782,ok,8.0,ok,8.0,ok,8.0,509.0909590071533,129.859375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,198,SRjl,19,original,PySR,11.0,43.0,8.0,9.0,1.0,exp((x0 + -1.4695201471808026) * 1.410316792946743 * (x0 + -0.348429581990042) * -0.6913395485992673) * 0.11421930953845344 * ((x1 * -0.1166605288237383 + 0.3889423006138937) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) * 1.2279712613533134 + x0 * 0.7220474389733479 + x1),exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042)) * 0.11421930953845344 * (-0.1432557767298305 * (x1 + -3.3339665483733945) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) + x0 * 0.7220474389733479 + x1),ok,9.0,ok,9.0,ok,9.0,97.61262498795986,111.328125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,198,SRjl,19,sympy,PySR,11.0,43.0,8.0,9.0,1.0,(0.0824717599335444 * x0 - 0.1402580296048392 * x1 * (0.1166605288237383 * x1 - 0.3889423006138937) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673) + 0.11421930953845344 * x1) * exp(-0.6913395485992673 * (x0 - 0.348429581990042) * (1.410316792946743 * x0 - 2.0724889411426552)),(x1 * (0.11421930953845344 + -0.016362575905476084 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673)) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026))),ok,9.0,memory_limit,na,ok,9.0,3704.747709009098,215.546875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
kotanchek,205,SRjl,26,original,PySR,11.0,43.0,7.0,9.0,2.0,((x1 - (-1.1223483561279124 + 0.11938672268929733) + x1) * -0.013701828177151404 - -0.13444231576893154) * (x1 * (x1 - ((exp(x1 - 1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1) * -1.2819987053555328 + x1 - 0.13267669843578556) - -1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),-0.013701828177151404 * (-8.809036738656134 + (x1 + x1)) * (x1 * (-0.13267669843578556 + (x1 + 1.2819987053555328 * ((exp(x1 + -1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1)) + x1) + 1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),ok,9.0,ok,9.0,ok,9.0,103.52908296044916,110.765625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,pending,pending,pending,pending,pending,pending,pending,pending
